corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
cnc,train_01_148,3016,0,cnc_train_01_148_3016_0,"As many as 59 recruits who had graduated from different colleges of the State came together for the fourth time to demand answers from HCL Technologies , the company that had recruited them in 2011 .","['<ARG1>As many as 59 recruits who had graduated from different colleges of the State came together for the fourth time</ARG1> <ARG0><SIG0>to</SIG0> demand answers from HCL Technologies , the company that had recruited them in 2011</ARG0> .']",1
cnc,train_01_149,183,0,cnc_train_01_149_183_0,"The recruits , at Valluvar Kottam shouted slogans including , “ HCL lend us your ears , give us back our two years , ” while undertaking the day-long fast .",[],0
cnc,train_01_15,1134,0,cnc_train_01_15_1134_0,"When asked about the series of attacks on Karayogams , he said that such attacks could not be entertained .",[],0
cnc,train_01_152,883,0,cnc_train_01_152_883_0,Bimbola village turned into a battle field as rival groups wielding guns took the centre stage .,['<ARG1>Bimbola village turned into a battle field</ARG1> <SIG0>as</SIG0> <ARG0>rival groups wielding guns took the centre stage</ARG0> .'],1
cnc,train_01_153,1992,0,cnc_train_01_153_1992_0,The clash took place over use of the field .,['<ARG1>The clash took place</ARG1> <SIG0>over</SIG0> <ARG0>use of the field</ARG0> .'],1
cnc,train_01_154,2700,0,cnc_train_01_154_2700_0,Police said he was detained by group of 30 to 40 persons from the general caste on Monday morning but he managed to escape .,[],0
cnc,train_01_155,381,0,cnc_train_01_155_381_0,"However , when he was returning home in the night , Pradhan was intercepted again by them and killed .",[],0
cnc,train_01_156,2596,0,cnc_train_01_156_2596_0,Soon a clash ensued between supporters of Pradhan and the rival group in which 17 persons were injured .,[],0
cnc,train_01_158,2607,0,cnc_train_01_158_2607_0,"PUBLISHED : Friday , 12 September , 2014 , 12:28pm Xi Jinping urges China ’ s central Asian neighbours to help step up extremism fight",[],0
cnc,train_01_159,853,0,cnc_train_01_159_853_0,"Patigul Tohti , who was wounded and captured at the scene , was jailed for life after being convicted of taking part in the attack .","['<ARG1>Patigul Tohti , who was wounded and captured at the scene , was jailed for life</ARG1> after <ARG0>being convicted of taking part in the attack</ARG0> .']",1
cnc,train_01_160,3156,0,cnc_train_01_160_3156_0,Tohtunyaz helped them to acquire more than 10 knives used in the attack .,[],0
cnc,train_01_161,1462,0,cnc_train_01_161_1462_0,"Two days before the attack , local police arrested Tohtunyaz , Ehet and Muhammad as they tried to illegally cross into Vietnam via Honghe county , the court said .","['Two days before the attack , <ARG1>local police arrested Tohtunyaz , Ehet and Muhammad</ARG1> <SIG0>as</SIG0> <ARG0>they tried to illegally cross into Vietnam via Honghe county</ARG0> , the court said .']",1
cnc,train_01_162,2296,0,cnc_train_01_162_2296_0,"They did not confess to the planned attack after their capture , and so should bear full responsibility for the loss of life , the court said .","['<ARG0>They did not confess to the planned attack after their capture</ARG0> , <SIG0>and so</SIG0> <ARG1>should bear full responsibility for the loss of life</ARG1> , the court said .']",1
cnc,train_01_163,2481,0,cnc_train_01_163_2481_0,"Despite losing contact with the three men , five other members of the group went ahead with the attack .",[],0
cnc,train_01_164,724,0,cnc_train_01_164_724_0,"Initial reports by a variety of media , some quoting witnesses , said eight people brandished knives in the Saturday , March 1 attack .",[],0
cnc,train_01_165,3168,0,cnc_train_01_165_3168_0,"Police announced on the Monday after the attack that three suspects had been taken into custody , which now appears to be a reference to the trio detained on February 27 .",[],0
cnc,train_01_166,3248,0,cnc_train_01_166_3248_0,"At least five more people will be tried over the attack , Xinhua has reported .",[],0
cnc,train_01_167,3395,0,cnc_train_01_167_3395_0,The government has blamed separatist forces from Xinjiang for the attack .,['<ARG1>The government has blamed separatist forces from Xinjiang</ARG1> <SIG0>for</SIG0> <ARG0>the attack</ARG0> .'],1
cnc,train_01_169,1273,0,cnc_train_01_169_1273_0,"The pair ’ s oaths are invalid and they will not be able to retake them , China ’ s rubberstamp legislature said , one day after thousands marched through the streets of Hong Kong to protest against Beijing ’ s interference .","['The pair ’ s oaths are invalid and they will not be able to retake them , China ’ s rubberstamp legislature said , one day after <ARG1>thousands marched through the streets of Hong Kong</ARG1> <ARG0><SIG0>to</SIG0> protest against Beijing ’ s interference</ARG0> .']",1
cnc,train_01_169,2216,0,cnc_train_01_169_2216_0,"During a chaotic swearing-in ceremony last month , Yau and Leung thumbed their noses at Beijing by refusing to declare their allegiance to China and carrying blue flags reading : “ Hong Kong is not China. ”","['During a chaotic swearing-in ceremony last month , <ARG0>Yau and Leung thumbed their noses at Beijing</ARG0> <SIG0>by</SIG0> <ARG1>refusing to declare their allegiance to China and carrying blue flags reading : “ Hong Kong is not China</ARG1>. ”']",1
cnc,train_01_17,2868,0,cnc_train_01_17_2868_0,The attack on Karayogams had sparked sharp reactions from the CPM leaders .,['<ARG0>The attack on Karayogams</ARG0> <SIG0>had sparked</SIG0> <ARG1>sharp reactions from the CPM leaders</ARG1> .'],1
cnc,train_01_170,841,0,cnc_train_01_170_841_0,"But many in Hong Kong complain those freedoms have been eroded in recent years , leading to nearly three months of street protests in 2014 – known as the umbrella revolution – and to the election in September this year of six politicians pushing for greater autonomy for the city .","['But <ARG0>many in Hong Kong complain those freedoms have been eroded in recent years</ARG0> , <SIG0>leading to</SIG0> <ARG1>nearly three months of street protests in 2014 – known as the umbrella revolution – and <SIG1>to</SIG1> the election in September this year of six politicians pushing for greater autonomy for the city</ARG1> .']",1
cnc,train_01_173,1317,0,cnc_train_01_173_1317_0,"Yes , he 's the fellow who assured his government bosses the July 1 , 2003 , protest march would draw mere thousands , not the half a million that actually turned up .",[],0
cnc,train_01_174,2400,0,cnc_train_01_174_2400_0,"Taxi strike impacts businesses in Soshanguve Brenda Masilela PRETORIA , November 8 ( ANA ) - Employees at the Soshanguve Plaza , south of Pretoria , arrived for work on Wednesday only to find businesses closed amid fears that the taxi strike might turn violent .","['Taxi strike impacts businesses in Soshanguve Brenda Masilela PRETORIA , November 8 ( ANA ) - <ARG1>Employees at the Soshanguve Plaza , south of Pretoria , arrived for work on Wednesday only to find businesses closed</ARG1> amid <ARG0>fears that the taxi strike might turn violent</ARG0> .']",1
cnc,train_01_175,638,0,cnc_train_01_175_638_0,"27th February 2009 02:04 AM COLOMBO : India on Thursday told Pakistan that it recognised what Islamabad had done so far to investigate the involvement of Pakistanis in the Mumbai attacks and curb crossborder terrorism , but a lot more remained to be done to ensure that such attacks did not recur .","['27th February 2009 02:04 AM COLOMBO : India on Thursday told Pakistan that it recognised <ARG1>what Islamabad had done so far</ARG1> <ARG0><SIG0>to</SIG0> investigate the involvement of Pakistanis in the Mumbai attacks and curb crossborder terrorism</ARG0> , but a lot more remained to be done to ensure that such attacks did not recur .']",1
cnc,train_01_175,1259,0,cnc_train_01_175_1259_0,"A lot more to be done , India tells Pakistan",[],0
cnc,train_01_176,2686,0,cnc_train_01_176_2686_0,"Foreign Secretary Shivshankar Menon , who discussed bilateral issues with his Pakistani counterpart Salman Bashir on the sidelines of the SAARC Foreign Secretaries meeting here , said that Islamabad would have to bring the perpetrators of the Mumbai attack to justice and give credible evidence of dismantling the terrorist infrastructure on the soil of Pakistan .",[],0
cnc,train_01_178,20,0,cnc_train_01_178_20_0,"Over 60,000 pupils were left stranded by the strike .","['<ARG1>Over 60,000 pupils were left stranded</ARG1> <SIG0>by</SIG0> <ARG0>the strike</ARG0> .']",1
cnc,train_01_18,1447,0,cnc_train_01_18_1447_0,`` I am going to argue your evidence that strikers at Marikana in August 2012 attacked the police should be kicked out .,[],0
cnc,train_01_182,2469,0,cnc_train_01_182_2469_0,All the 417 guards in the suburban section refused to work extra hours in protest .,['<ARG1>All the 417 guards in the suburban section refused to work extra hours</ARG1> <ARG0>in protest</ARG0> .'],1
cnc,train_01_183,1201,0,cnc_train_01_183_1201_0,"The Left have been wiped out , "" Gandhi said at a rally here .",[],0
cnc,train_01_184,444,0,cnc_train_01_184_444_0,""" There is anarchy everywhere , misrule is all pervasive and there is a conspiracy of corruption , "" she told the gathering of about 30,000 people .",[],0
cnc,train_01_185,1146,0,cnc_train_01_185_1146_0,"She did not directly name Bhatta-Parsaul , the twin villages that have emerged as the epicentre of the agitation against land acquisition by the Uttar Pradesh government for an expressway project , but specifically mentioned the atrocities on farmers .",[],0
cnc,train_01_186,1455,0,cnc_train_01_186_1455_0,"Her son and Congress general secretary Rahul Gandhi has taken up the issue in a big way , staging a daylong sit-in at the village after four people , including two police personnel , were killed in clashes .","['<ARG1>Her son and Congress general secretary Rahul Gandhi has taken up the issue in a big way , staging a daylong sit-in at the village</ARG1> after <ARG0>four people , including two police personnel , were killed in clashes</ARG0> .']",1
cnc,train_01_187,2665,0,cnc_train_01_187_2665_0,"Scores of students , teachers and women rights organisations had yesterday staged a protest outside college demanding Thampu 's resignation for shielding the accused .","[""<ARG1>Scores of students , teachers and women rights organisations had yesterday staged a protest outside college</ARG1> <ARG0><SIG0>demanding</SIG0> Thampu 's resignation for shielding the accused</ARG0> .""]",1
cnc,train_01_189,525,0,cnc_train_01_189_525_0,"After family members narrated the incident to their neighbours , people came on the road and held demonstrations .","['After <ARG0>family members narrated the incident to their neighbours</ARG0> , <ARG1>people came on the road and held demonstrations</ARG1> .']",1
cnc,train_01_19,1486,0,cnc_train_01_19_1486_0,"Mpofu said Lt-Col Kaizer Modiba was fabricating his evidence about the violence during the mineworkers ' strike at Marikana , near Rustenburg in the North West , because he had not been in a position to witness an attack .","[""Mpofu said <ARG1>Lt-Col Kaizer Modiba was fabricating his evidence about the violence during the mineworkers ' strike at Marikana , near Rustenburg in the North West</ARG1> , <SIG0>because</SIG0> <ARG0>he had not been in a position to witness an attack</ARG0> .""]",1
cnc,train_01_190,473,0,cnc_train_01_190_473_0,"Tiruvannamalai : Cab drivers , owners take out rally May 22 , 2012 00:00 IST Tourist cab drivers and owners took out a rally here on Monday demanding to scrap lifetime tax system introduced by Tamil Nadu government .","['Tiruvannamalai : Cab drivers , owners take out rally May 22 , 2012 00:00 IST <ARG1>Tourist cab drivers and owners took out a rally here on Monday</ARG1> <ARG0><SIG0>demanding to</SIG0> scrap lifetime tax system introduced by Tamil Nadu government</ARG0> .']",1
cnc,train_01_191,1787,0,cnc_train_01_191_1787_0,The rally started from Kamaraj statue and proceeded through important roads of the town before culminating in front of Revenue Divisional Office .,[],0
cnc,train_01_192,1004,0,cnc_train_01_192_1004_0,"Tiruvannamalai District Tourist Car , Van Dirvers-Owners Welfare Association that organised the rally insisted that old tax system should continue .",[],0
cnc,train_01_193,3303,0,cnc_train_01_193_3303_0,At the end of the rally they submitted a memorandum to Revenue Divisional Officer V. Bupathi .,[],0
cnc,train_01_194,1851,0,cnc_train_01_194_1851_0,"3 Cong workers killed on phase-IV eve - Indian Express Kolkata , Mon Jul 22 2013 , 01:36 hrs On the eve of the fourth phase of panchayat elections , widespread incidents of violence led to the death of three Congress workers on Sunday .","['3 Cong workers killed on phase-IV eve - Indian Express Kolkata , Mon Jul 22 2013 , 01:36 hrs <ARG0>On the eve of the fourth phase of panchayat elections , widespread incidents of violence</ARG0> <SIG0>led to</SIG0> <ARG1>the death of three Congress workers on Sunday</ARG1> .']",1
cnc,train_01_195,373,0,cnc_train_01_195_373_0,Police said two Congress workers  Nurmohhamad Sheikh and Ahad Ali  were killed after being hit by crude bombs late Saturday night at Kapasdanga in Murshidabad district .,['Police said <ARG1>two Congress workers \x97 Nurmohhamad Sheikh and Ahad Ali \x97 were killed</ARG1> after <ARG0>being hit by crude bombs late Saturday night at Kapasdanga in Murshidabad district</ARG0> .'],1
cnc,train_01_196,3012,0,cnc_train_01_196_3012_0,TMC workers have been accused of leading the attacks .,[],0
cnc,train_01_197,285,0,cnc_train_01_197_285_0,"There were reports of skirmishes and clashes , including stone pelting , in the area in which two policemen were injured .","['<ARG0>There were reports of skirmishes and clashes , including stone pelting , in the area</ARG0> in which <ARG1>two policemen were injured</ARG1> .']",1
cnc,train_01_198,2191,0,cnc_train_01_198_2191_0,"Another Congress worker , Repon Sheikh , was killed at Bharatpur in the same district during a clash between rival party supporters , the police said .","['<ARG1>Another Congress worker , Repon Sheikh , was killed at Bharatpur in the same district</ARG1> during <ARG0>a clash between rival party supporters</ARG0> , the police said .']",1
cnc,train_01_199,236,0,cnc_train_01_199_236_0,"Speaking to a TV news channel , Chief Minister Mamata Banerjee shrugged off the allegations that Trinamool cadres were behind the killing of the Congress workers .",[],0
cnc,train_01_2,826,0,cnc_train_01_2_826_0,His attackers allegedly drank his blood .,[],0
cnc,train_01_20,1823,0,cnc_train_01_20_1823_0,"`` I observed the attack on the police , I have no doubt about it , '' Modiba said during cross-examination .","[""`` <ARG0>I observed the attack on the police</ARG0> , <ARG1>I have no doubt about it</ARG1> , '' Modiba said during cross-examination .""]",1
cnc,train_01_201,2182,0,cnc_train_01_201_2182_0,But Congress MP and Union minister from Murshidabad Adhir Chowdhury blamed the Trinamool for the violence .,[],0
cnc,train_01_202,2751,0,cnc_train_01_202_2751_0,""" He alleged that the police did act to prevent such incidents despite the party giving them inputs about the violence beforehand .",[],0
cnc,train_01_203,2496,0,cnc_train_01_203_2496_0,""" The miscreants , who were earlier with the CPM and have recently joined the TMC , are responsible for the violence , "" Chowdhury said .",[],0
cnc,train_01_205,2900,0,cnc_train_01_205_2900_0,"The taxi strike that left commuters stranded in Johannesburg was expected to also disrupt matric pupils writing exams on Monday , the Gauteng education department said .","['<ARG0>The taxi strike</ARG0> <ARG1><SIG0>that left</SIG0> commuters stranded in Johannesburg was expected to also <SIG1>disrupt</SIG1> matric pupils writing exams on Monday</ARG1> , the Gauteng education department said .']",1
cnc,train_01_206,419,0,cnc_train_01_206_419_0,`` We have been told of a possible one-day strike that has already affected Soweto .,[],0
cnc,train_01_207,3035,0,cnc_train_01_207_3035_0,"Earlier , the Johannesburg metro police said the strike was expected to also disrupt the Reya Vaya bus service .","['Earlier , the Johannesburg metro police said <ARG0>the strike</ARG0> <SIG0>was expected to <ARG1>also disrupt</SIG0> the Reya Vaya bus service</ARG1> .']",1
cnc,train_01_208,1296,0,cnc_train_01_208_1296_0,It was not immediately clear what triggered the strike .,[],0
cnc,train_01_209,2724,0,cnc_train_01_209_2724_0,The SA National Taxi Council said it did not call for the strike .,[],0
cnc,train_01_21,1320,0,cnc_train_01_21_1320_0,He said he was about 100 metres away when he witnessed the attack .,[],0
cnc,train_01_210,1260,0,cnc_train_01_210_1260_0,"`` We do not know about the strike , if we called for a strike we could have informed commuters , '' said president Philip Taaibosch .","[""`` We do not know about the strike , <SIG0>if</SIG0> <ARG0>we called for a strike</ARG0> <ARG1>we could have informed commuters</ARG1> , '' said president Philip Taaibosch .""]",1
cnc,train_01_212,3330,0,cnc_train_01_212_3330_0,"The Sena members staged a protest at Gateway of India , adjacent to Taj hotel where the Karnataka CM was put up .",[],0
cnc,train_01_213,2034,0,cnc_train_01_213_2034_0,"The protesters shouted slogans against the Karnataka CM , demanding that Belgaum , along with Marathi speaking areas in that state , be merged with Maharashtra .","['<ARG1>The protesters shouted slogans against the Karnataka CM</ARG1> , <ARG0><SIG0>demanding</SIG0> that Belgaum , along with Marathi speaking areas in that state , be merged with Maharashtra</ARG0> .']",1
